id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
48864759,Hamilton Heights Haven with Private Garden,87283818423,verified,Maija,Manhattan,Harlem,40.82291,-73.94958,United States,US,TRUE,flexible,Entire home/apt,2020,968,194,7,42,8/5/2018,1.14,3,1,155,Please don't eat the food in the fridge.,
54025450,Free ferry to Manhattan 10 mins away,71258556514,verified,Denada,Staten Island,Tompkinsville,40.63277,-74.09562,United States,US,FALSE,flexible,Entire home/apt,2010,462,92,3,10,6/29/2019,0.86,3,2,87,,
6259232,Beautiful Spacious Ground Floor Apt,51837331229,verified,Carina,Brooklyn,Bushwick,40.70403,-73.91276,United States,US,FALSE,strict,Entire home/apt,2007,387,77,2,3,11/28/2015,0.06,5,1,177,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
21585557,"Quiet, light-filled, Soho apartment",89109086091,unconfirmed,Alison,Manhattan,SoHo,40.72498,-74.00262,United States,US,TRUE,flexible,Entire home/apt,2018,,,2,19,6/24/2019,2.64,5,1,184,"- Please treat this home as your own and respect the neighbors. No parties, smoking, or additional guests (other than the agreed upon).",
45668046,AMAZING VIEW COZY APARTMENT IN THE HEART OF NYC,66037265286,verified,Lys,Manhattan,Chelsea,40.74814,-73.98956,United States,US,TRUE,flexible,Entire home/apt,2022,574,115,7,0,,,5,1,0,,
56735586,1 TwinXL Bed Walk-To TIME SQUARE #ForReal,53014493125,unconfirmed,Nathan,Manhattan,Hell's Kitchen,40.76106,-73.98891,United States,US,FALSE,flexible,Private room,2004,277,55,1,20,2/19/2019,0.7,2,2,151,"No drinking, no smoking, no parties, no pets, no drugs, no girlfriends or boyfriends moving in. Looking for a quiet, studious, clean person who is looking for a comfortable and affordable place to stay during the school year, work  or vacation stay.   No children please.",
13989223,"Private Room and Bath, 1 block to train, Wash/Dry",15873947991,verified,Shawn,Brooklyn,Bedford-Stuyvesant,40.68054,-73.94129,United States,US,FALSE,strict,Private room,2004,1055,211,4,3,1/2/2019,0.12,4,1,104,,
11729764,Bluebird Hells Kitchen 1-BR  Apt Near Central Park,56803598999,verified,Bluebird,Manhattan,Hell's Kitchen,40.76038,-73.99951,United States,US,FALSE,flexible,Entire home/apt,2009,865,173,30,0,,,2,18,365,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties, pets and smoking are not allowed under any circumstances and incur significant fees.",
53945366,Comfy King Bed Feet from Subway,25996566242,unconfirmed,Raphael,Manhattan,Harlem,40.80387,-73.95164,United States,US,FALSE,moderate,Private room,2018,568,114,3,30,7/4/2019,2.48,5,4,145,No smoking. No pets allowed in the building. Quiet hours apply.,
48180459,Lovely Bed-Stuy Brownstone Parlor Apartment 1BR,94558975650,unconfirmed,Caleb,Brooklyn,Bedford-Stuyvesant,40.69065,-73.93708,United States,US,FALSE,moderate,Entire home/apt,2007,845,169,5,3,9/15/2017,0.12,3,1,355,"Please Note: This unit was just renovated last year and it comfortably accommodates 4 guests, but up to 5 guests are permitted if you so desire (two guests in each bedroom and 1 guest on the available twin size air mattress). Please request an air mattress (if needed) when making a reservation. No smoking, no pets, no parties, and must be 25 years old to book.   For check-out, please ensure: -  All plates and cups are left in the sink or dishwasher -  All trash is left in the kitchen trash can or bagged and left next to the trash can (additional bags are under the sink) -  All windows are closed and locked -  If used, the air mattresses are deflated and put away (please leave used linens for the air mattresses on the floor) -  If furniture was moved during your stay, please return to its original location Please be mindful to our neighbors in the building; quiet hours after 10pm. Please be considerate of our next guests who will be staying after you, if something is broken or needs fix",
7983513,"Sunny, Quiet Home in Brooklyn's Best Area (Legal)",72543136800,verified,Viviana,Brooklyn,South Slope,40.66759,-73.99009,United States,US,TRUE,strict,Entire home/apt,2006,379,76,3,152,6/27/2019,3.6,3,3,28,,
49097829,Spacious sunny room in Queens,20444085247,verified,Crispy,Queens,Maspeth,40.73359,-73.89227,United States,US,TRUE,moderate,Private room,2014,274,55,14,35,3/7/2019,1.58,5,3,215,"1. This apartment is for residential purpose only. No any commercial or other non-residential activities are allowed.  2. Keep quiet and clean in the apartment.  3. No guest is allowed to stay after 9:00 p.m. and before 8:30 a.m. Anyone who keeps his/her guest overnight without permission from the host will lose the reservation and should move out immediately.  4. No party in the apartment.  5. No smoking inside of the house.  6. No pets, please. 7. You need to share housing duty if staying over 5 days.",
22168786,*NO GUEST SERVICE FEE* Beekman Tower Two Bedroom  #2,35062576723,verified,Red Awning,Manhattan,Midtown,40.75439,-73.96648,United States,US,TRUE,moderate,Entire home/apt,2019,836,167,4,0,,,4,49,121,,
9712764,Quiet Queens Basecamp,43944720205,unconfirmed,Laurence,Queens,Bayside,40.73975,-73.76157,United States,US,FALSE,strict,Private room,2005,202,40,1,0,,,2,1,293,"Please treat this apartment as you would your own home. Additionally, there are other tenants in the building, so please be respectful and keep the noise level low. While the apartment does have a fish, please no additional pets. This building is also a smoke free building",
17812796,Cuarto para 3,2150706502,verified,Jennifer,Bronx,Norwood,40.87993,-73.87195,United States,US,FALSE,strict,Private room,2010,937,187,3,18,7/2/2019,1.16,2,2,326,,
38953735,A Gem in the Heart of Brooklyn_(Rm#1),2212082199,unconfirmed,Charlene,Brooklyn,East Flatbush,40.64051,-73.93224,United States,US,FALSE,strict,Private room,2015,619,124,7,37,11/15/2018,1.92,4,4,29,,
11005698,AS CENTRAL AS YOU CAN GET ~SUTTON PLACE 3BR-LUXURY,23527118964,verified,Ruchi,Manhattan,Midtown,40.75546,-73.96454,United States,US,FALSE,flexible,Entire home/apt,2017,60,12,30,0,,,3,49,245,,
35684671,Spacious 1 b/r with skylights and W/D,8461801120,verified,Annette,Brooklyn,Gowanus,40.66793,-73.993,United States,US,FALSE,flexible,Entire home/apt,2011,576,115,30,11,10/31/2021,0.59,4,2,51,,
46124246,Stunning Spacious Artist Loft,8360625401,unconfirmed,Andrea,Brooklyn,Williamsburg,40.70635,-73.93588,United States,US,FALSE,moderate,Entire home/apt,2004,831,166,3,6,9/23/2017,0.25,5,1,0,Smoking is strictly prohibited. Your pets are welcome but please mind them. NO PARTIES ALLOWED.  EXCESSIVE NOISE IS STRICTLY PROHIBITED.,
31363476,Location Divana (rail road room) only female,98104642512,unconfirmed,Petya,Queens,Astoria,40.75797,-73.91221,United States,US,TRUE,strict,Private room,2003,788,158,30,4,2/9/2022,0.06,3,19,364,,
40157197,Bedford Stuyvesant Urban Hang Suite,32584042057,verified,Diavanna,Brooklyn,Bedford-Stuyvesant,40.69301,-73.94551,United States,US,FALSE,moderate,Entire home/apt,2012,890,178,3,227,6/14/2019,3.16,4,1,244,,
18252979,Cozy Queens Studio,7553634393,verified,Comfy,Queens,Far Rockaway,40.59707,-73.76506,United States,US,FALSE,strict,Entire home/apt,2014,1097,219,1,0,,,5,1,90,,
5064607,Manhattan house for large groups,63116299761,verified,Patricia,Manhattan,Harlem,40.82249,-73.94479,United States,US,FALSE,strict,Entire home/apt,2008,620,124,5,28,6/1/2019,0.59,5,3,223,,
42931952,Beautiful Alcove Studio in West Midtown,8616286739,verified,Eyal,Manhattan,Chelsea,40.75122,-73.99658,United States,US,TRUE,flexible,Entire home/apt,2011,660,132,3,88,7/1/2019,2.59,4,1,200,"Guests are to clean after themselves after bathroom, kitchen, dinning, bed rooms and living room use. No smoking is allowed in the apartment. No pets are allowed Keys are to be returned where designated post reservation stay. Any damages to the property or its contents must be reported immediately",
6076973,Amazing room in uptown Manhattan,95831271296,unconfirmed,Boris,Manhattan,Washington Heights,40.85008,-73.94277,United States,US,TRUE,strict,Private room,2014,705,141,2,95,7/6/2019,1.96,3,1,234,No Smoking Allowed.  Cats Welcome With Fee.,
54732394,*NO GUEST SERVICE FEE* Luxury Midtown One Bedroom Suite with Kitchen,7477562929,verified,Red Awning,Manhattan,Midtown,40.75459,-73.96707,United States,US,FALSE,flexible,Entire home/apt,2022,1077,215,3,3,6/10/2019,0.44,3,49,153,#NAME?,
22770241,Modern and charming Brooklyn apartment,17042985798,unconfirmed,Ana Luiza,Brooklyn,Greenpoint,40.73473,-73.95229,United States,US,TRUE,flexible,Private room,2012,202,40,21,1,12/22/2018,0.15,4,1,0,,
48513496,Spacious Studio in Midtown Manhattan,3655507558,verified,Mia,Manhattan,Midtown,40.75325,-73.97016,United States,US,TRUE,moderate,Entire home/apt,2006,459,92,4,0,,,2,1,257,,
8568951,The Mahogany Suite(Private Studio Apartment),83263405331,verified,The Mahogany Suite(Studio Apartment,Brooklyn,Crown Heights,40.66404,-73.93334,United States,US,FALSE,moderate,Entire home/apt,2004,88,18,2,110,6/30/2019,2.81,3,3,416,No cigarette smoking inside the house. Happy to have you on the porch or yard.  420 friendly.,
54516445,Spacious duplex apt in Brooklyn,35607541152,verified,Julie,Brooklyn,Bedford-Stuyvesant,40.68489,-73.95096,United States,US,TRUE,moderate,Entire home/apt,2006,133,27,2,19,6/25/2019,1.67,3,1,0,"No pets and no smoking, please. No group parties and we kindly ask that you limit the number of people on the roof deck to a maximum of 4. Please be respectful of our neighbors below us and next to us and try to limit any noise after 10PM. Trash should be left in the unit, tied up and next to the barrel in the kitchen. The front door to the building can be tricky, so please double check and pull it shut so that it locks completely.",
14772384,Bohemian cozy,8191008969,verified,Raschell,Manhattan,East Village,40.72795,-73.9831,United States,US,FALSE,strict,Entire home/apt,2015,66,13,3,3,9/4/2017,0.13,2,1,0,,
47478486,"Big, Bright UWS Bedroom and Study",75473000766,verified,Annie,Manhattan,Upper West Side,40.80288,-73.96484,United States,US,TRUE,strict,Private room,2005,713,143,3,6,5/18/2017,0.15,2,1,21,"I encourage you to use my kitchen, cooking and laundry facilities. There is no additional charge to use the washer/dryer in the basement.  No smoking, inside or outside. Come home as late as you want.  If you come home stumbling drunk, it's OK the first time. If you do it again, and you wake up me or the neighbors downstairs, we will be annoyed.  (Just so you know . . . )",
37844717,Private bathroom  New apartment in Bushwick 2020,6545852062,verified,Hiroki,Brooklyn,Bushwick,40.6874,-73.91385,United States,US,FALSE,moderate,Private room,2013,871,174,30,1,10/3/2020,0.06,3,152,0,,
36206043,"Large 2 Bd 1 Ba w Kitchen Apt, 12 min to Manhattan",88264679740,verified,Wendy,Brooklyn,Bedford-Stuyvesant,40.69317,-73.93444,United States,US,FALSE,strict,Entire home/apt,2019,403,81,30,156,9/21/2021,2.85,5,1,90,,
38754907,Elegant Brooklyn Studio in Luxury Amenity Building,76241261814,verified,Jacqueline,Brooklyn,Windsor Terrace,40.64931,-73.9733,United States,US,FALSE,flexible,Entire home/apt,2016,1179,236,3,12,5/20/2019,0.53,5,1,5,,
22300786,Spacious Neon Apartment Inspired by the Caribbean,35222633181,verified,Yeelen,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95632,United States,US,FALSE,strict,Entire home/apt,2017,364,73,3,2,5/8/2019,0.32,4,1,324,Available Upon Arrival,
26481697,Spacious Bushwick Home w/ Zen Garden & Yoga Loft,5122882733,unconfirmed,Stéphen,Brooklyn,Bushwick,40.69388,-73.92564,United States,US,TRUE,flexible,Private room,2011,743,149,3,1,6/30/2019,1,2,1,40,"I expect guests to treat my home as if it were their own. Be neat and clean, considerate, and respectful of both my home and my neighbors. There is NO additional guests permitted! There is NO smoking in the home, NO pets, NO drugs!!! NO food in the bedroom!! Shoes are to be take off upon entry!!",
13372856,An Amazing 1-Bedroom Apt. with Spectacular Views,76842896797,unconfirmed,Ben,Manhattan,Kips Bay,40.73819,-73.97389,United States,US,FALSE,moderate,Entire home/apt,2018,817,163,62,0,,,5,1,88,No Smoking and please clean dishes before departure.,
22814977,Spacious Bedroom in the heart of Fort Greene 1L-3,79739531450,unconfirmed,Zach,Brooklyn,Fort Greene,40.69691,-73.97376,United States,US,TRUE,moderate,Private room,2018,575,115,30,1,2/14/2019,0.21,5,25,220,No smoking in the building no partying in building ,
17701231,"upper west side, 15' from Colombia, calm & light",33028385244,unconfirmed,Seb,Manhattan,Washington Heights,40.85265,-73.93247,United States,US,TRUE,moderate,Private room,2005,435,87,20,1,10/20/2018,0.11,4,2,267,,
8308265,Spacious UES room for your travels!,73321514923,unconfirmed,Elena,Manhattan,Upper East Side,40.76276,-73.96009,United States,US,FALSE,flexible,Private room,2007,712,142,1,4,5/28/2016,0.09,2,1,409,"* AGAIN FOR EMPHASIS ***** we aren't supposed to smoke in the building, but I do, and I don't mind if you do, too. ******* Folks with emotional or physical or psychosocial sensitivities or preconceptions surrounding tobacco use may wish to find different accommodations. The floor plan is fairly open and ventilation is good, but I'm sure it smells like smoke to those people who simply cannot stand the smell of smoke, and I don't want to hear it. This is a young neighborhood, and you may encounter some instances of behavior that could be construed as ""party"", I.e loud music, drinking, incoherent girls stumbling barefoot down the sidewalk while their dates retrieve their footwear and attempt to steer them towards home... The street has it's own security people and they don't take kindly to loiterers . They are, however, quite helpful in emergencies (most of the time).",
28674880,"""M""   HOTEL ROOM LIKE!! AFFORDABLE PRICE!!!",4134770229,verified,Blue House,Queens,Woodhaven,40.688,-73.86599,United States,US,FALSE,moderate,Private room,2007,189,38,5,3,3/1/2022,0.67,3,5,365,,
19200726,Cozy Studio in Upper East Side,68546426273,unconfirmed,Lauren,Manhattan,Upper East Side,40.77097,-73.95594,United States,US,TRUE,strict,Entire home/apt,2008,897,179,2,28,6/23/2019,2.22,2,1,0,As if it were your own home!,
18139757,Gorgeous Room available in a 2 bed/apt!,69546929648,unconfirmed,Nafsica,Manhattan,Harlem,40.82632,-73.94637,United States,US,TRUE,strict,Private room,2017,573,115,3,7,10/25/2018,0.46,2,1,172,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
33843856,1 x Bedroom Apartment Great Location,36022803176,verified,Hyonce,Brooklyn,Bedford-Stuyvesant,40.69033,-73.95895,United States,US,TRUE,strict,Entire home/apt,2015,850,170,4,11,1/1/2022,0.64,2,1,0,,
50684587,Brooklyn Apartment on the Park,19307900288,verified,Georgia & Robin,Brooklyn,Greenpoint,40.72725,-73.944,United States,US,TRUE,strict,Entire home/apt,2003,673,135,4,10,3/18/2019,0.33,5,1,0,,
28533491,Spacious family room for 6 Guests in Times Square,24022502796,unconfirmed,M,Manhattan,Theater District,40.7621,-73.98294,United States,US,FALSE,moderate,Private room,2015,1047,209,1,46,3/2/2022,7.54,3,12,254,,
20074464,LUXURY 3BR IN MIDTOWN WEST NEAR COLUMBUS CIRCLE,91548477473,verified,Pranjal,Manhattan,Midtown,40.76366,-73.98342,United States,US,FALSE,moderate,Entire home/apt,2020,121,24,30,0,,,4,65,329,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions, and the year-round tenants must be respected. There is no smoking allowed in the apartments and significant fees will apply if this rule is broken.",
18869346,Couples Haven/ 5min to train/20 min Times Square,89291106471,unconfirmed,Darryl,Manhattan,Harlem,40.82294,-73.9386,United States,US,FALSE,moderate,Private room,2006,253,51,2,20,6/30/2019,1.74,5,4,157,,
4926532,Harlem Style Spacious and Sunny,4766353892,unconfirmed,M. Elizabeth,Manhattan,Harlem,40.80516,-73.94299,United States,US,TRUE,moderate,Entire home/apt,2005,455,91,3,126,7/5/2019,3.91,1,2,288,#NAME?,
10912360,Spacious room in Prospect Park,2991026709,verified,Nacho,Brooklyn,Flatbush,40.65258,-73.96013,United States,US,FALSE,moderate,Private room,2022,696,139,1,12,6/9/2019,0.56,1,1,50,"No smoking, this is non-negotiable.  No illegal drug use and we make no exceptions.  We do not allow additional guests or parties.  We expect respectful behavior, particularly late at night. We can allow friendly, house- trained dogs.  We have a dog of our own, so its important that your dog be under your charge at all times.  You may not leave your dog in the apartment alone.  You will be responsible for any damage pets may incur, including paying for cleaning of carpets should they be soiled.",
41686516,"HUGE *SUITE*, with EN SUITE, AC/Heat",12100956303,verified,Kellie & Joachim,Brooklyn,Bushwick,40.68609,-73.90733,United States,US,TRUE,strict,Entire home/apt,2007,961,192,2,80,7/1/2019,5.08,2,2,77,,
46177267,Brooklyn State of Mind - The Artist Loft,60861026683,verified,Thomas,Brooklyn,Williamsburg,40.71961,-73.94266,United States,US,FALSE,strict,Entire home/apt,2010,745,149,3,0,,,5,2,0,Be courteous to neighbors. No parties. No smoking. No pets. No hanging around on front porch.,
40462619,"Huge 1 bdr, convenient location!",58901360343,unconfirmed,Maria,Queens,Ditmars Steinway,40.77742,-73.90965,United States,US,TRUE,strict,Private room,2012,283,57,3,3,9/5/2018,0.06,1,2,163,,
57206146,Space for Creating and Staying  in Bed-Stuy,52456330022,unconfirmed,Doretha,Brooklyn,Bedford-Stuyvesant,40.69392,-73.9472,United States,US,FALSE,strict,Entire home/apt,2007,1036,207,2,6,6/9/2019,0.93,2,1,359,,
30817252,Lovely Room with En-Suite Bathroom in Brooklyn,28723982477,unconfirmed,Sayra,Brooklyn,Sunset Park,40.66175,-73.99338,United States,US,TRUE,strict,Private room,2022,955,191,2,2,2/15/2022,2,5,5,329,,
29043816,One bedroom apartment,31552041962,verified,Kostas,Queens,Astoria,40.76628,-73.91045,United States,US,TRUE,moderate,Entire home/apt,2014,115,23,2,250,2/27/2022,3.7,5,1,202,,
7293138,Sunny Room in Ditmas Park,16196271725,unconfirmed,Mia,Brooklyn,Flatbush,40.64272,-73.95852,United States,US,TRUE,strict,Private room,2004,105,21,3,9,10/22/2016,0.2,3,1,253,"PLEASE NOTE THE FOLLOWING BEFORE REQUESTING A BOOKING:  * I will reply as soon as possible to let you know if my apartment will be available for ALL your needs.  - 1. We are happy to host Friendly, Neat, Low-Maintainence Adults & Well-Behaved Children.  ---- All cookware, dishes and utensils in the kitchen are at your disposal ---- There will be basic condiments provided for you, but please ask about food as this is our home. We ask that you rinse whatever dishes you use & place in dishwasher & leave the kitchen as you found it.  - 2. NO UNPAID ADULTS, CHILDREN, OR OVERNIGHT VISITORS PERMITTED  - 3. NO SMOKING  - 4. NO PARTIES  - 5. NO LOUD MUSIC - 6. PETS (decided on a case by case basis, please inquire for more information and additional fees) - 7. PLEASE MAKE REQUESTS EARLY (to ensure availability) FOR ANY EXTRA Special Requests or Needs.  - 8. RATES, AVAILABILITY & AMENITIES ARE SUBJECT TO CHANGE UNTIL A RESERVATION IS FINALIZED, AND WILL DEPEND ON TIME OF YEAR AND WHO REQUESTS A R",
17484177,"Stunning, Duplex Apartment in Beautiful Bed-Stuy",46371710615,verified,Danika & Cary,Brooklyn,Bedford-Stuyvesant,40.67839,-73.92532,United States,US,FALSE,flexible,Entire home/apt,2005,1189,238,2,59,6/8/2019,3.55,4,1,231,No pets allowed (sadly!) and no smoking allowed.,
53390857,"Beautiful, spacious & quiet!",34064065425,verified,Ana,Manhattan,Gramercy,40.73714,-73.98827,United States,US,FALSE,strict,Entire home/apt,2010,372,74,4,2,8/6/2018,0.15,5,1,3,,
55895538,Modern Sunny 3bdrm Apt,30394471127,unconfirmed,Patty,Bronx,Morris Park,40.84605,-73.8493,United States,US,TRUE,strict,Entire home/apt,2018,971,194,5,0,,,3,2,0,,
54714720,Furnished and Finished Basement Entire Place SAFE,67341758631,unconfirmed,Yerddy,Bronx,Wakefield,40.89382,-73.84844,United States,US,FALSE,flexible,Entire home/apt,2009,1199,240,30,7,5/31/2019,0.69,3,2,188,"Please, no alcohol on the premises. Also, please don't be too loud at night.",
4091455,Newly Renovated BR in Heart of BK!,36671075797,verified,Khadija,Brooklyn,East Flatbush,40.64434,-73.94831,United States,US,FALSE,moderate,Private room,2021,1141,228,1,0,,,4,1,154,"- Absolutely no smoking in, on or near the property, not suitable for children under 16 years of age.",
22374241,"Ideal Chelsea Studio w/ Balcony, Doorman + Gym by Blueground",94932210365,unconfirmed,Blueground,Manhattan,Chelsea,40.73899,-73.99749,United States,US,FALSE,moderate,Entire home/apt,2008,776,155,30,0,,,2,232,320,"No smoking, drinking. Respect yourself , respect other, clean up after yourself. Late check in after 9 pm and before 9 a.m. is $50, lock out is $50.  Thank you ",
34945142,Zen Den 1BR Uptown Oasis,35998197973,verified,Matt,Manhattan,Washington Heights,40.85426,-73.93227,United States,US,TRUE,moderate,Entire home/apt,2013,67,13,2,12,12/11/2021,0.32,2,1,28,,
24595592,"A beautiful, Bright , Specious 2 Bedroom apt",45800665560,verified,Roger,Brooklyn,Bedford-Stuyvesant,40.67657,-73.91146,United States,US,TRUE,strict,Entire home/apt,2020,122,24,30,0,,,3,1,312,"Quiet and clean Responsible person No bad habits Just don't steal or break anything and we are good. I would also advise not to play extremely loud music after 9pm because my roommate gets mad.  Moderately loud should be ok. -Please do not drink the alcohol and don't eat the food in the bedroom, although you are welcome to use all of the appliances including the Keurig. This is our home when we are not traveling, respect it as your own. -Strictly no smoking or parties.",
5670480,Private Artisitic Room East Village,28362548160,unconfirmed,Goldwyn,Manhattan,East Village,40.72174,-73.98418,United States,US,TRUE,flexible,Private room,2010,867,173,3,11,9/26/2015,0.23,4,1,409,,
19105730,Large private sunny room near Times Sq. 21B3,79559375926,unconfirmed,John,Manhattan,Hell's Kitchen,40.75396,-73.99684,United States,US,FALSE,moderate,Private room,2003,960,192,7,5,4/27/2019,0.49,5,47,326,Please behave no parties or drug use,
34382348,"With love always, Bedstuy♥️",86614679538,unconfirmed,Aeysha,Brooklyn,Bedford-Stuyvesant,40.68757,-73.91931,,US,TRUE,strict,Private room,2022,370,74,30,2,12/24/2021,0.32,5,5,202,,
3922451,Lower East Side Artist's Sanctuary,46481542677,unconfirmed,Elyse,Manhattan,Lower East Side,40.71962,-73.98434,United States,US,FALSE,moderate,Entire home/apt,2019,179,36,4,7,1/3/2016,0.14,5,1,299,,
5078967,588A Brownstone Hospitality,29209215122,unconfirmed,Dara,Brooklyn,Bedford-Stuyvesant,40.68481,-73.93187,United States,US,FALSE,moderate,Entire home/apt,2015,210,42,2,83,6/16/2019,1.58,4,1,191,"Earlier than 1pm check-in may be an option, will accommodate when possible.   Mutual civility and respect make life simple.  I tend to turn in by 10pm - so this not a great location for very  late night check-ins.  Not a good situation for coming and going into the small hours. Quiet after 10pm.",
23694238,Small studio  at the heart of Little Italy,93255895286,unconfirmed,Zoey,Manhattan,Little Italy,40.71839,-73.99729,United States,US,FALSE,moderate,Entire home/apt,2015,1089,218,13,3,5/7/2019,1.32,5,1,20,,
24365283,4mins to Manhattan Bound 7train; 10mins to LGA (1),39580852510,verified,Frank,Queens,Jackson Heights,40.75298,-73.87675,United States,US,FALSE,flexible,Private room,2012,496,99,2,8,6/20/2019,2.42,5,6,75,"All I ask is that you are respectful of my home and things, as well as my neighbors, who are excellent! Oh, and no indoor smoking, please :)",
41047504,Apartment share with stunning sunset views,90004744235,unconfirmed,Lauren,Manhattan,Theater District,40.76365,-73.98484,United States,US,FALSE,flexible,Private room,2006,643,129,1,0,,,5,1,0,,
48660960,Private 2bdr apt. awesome LES/Chinatown location,43303656111,unconfirmed,Gia,Manhattan,Civic Center,40.71537,-74.00181,United States,US,TRUE,flexible,Private room,2006,907,181,2,0,,,3,1,398,,
39751256,furnished bedroom 1150$ a month,36611312829,verified,Amal,Manhattan,East Harlem,40.8032,-73.94004,United States,US,TRUE,moderate,Private room,2006,305,61,30,0,,,4,2,365,,
47194603,Amazing Studio at the Time Square Area/53B,34912928048,unconfirmed,Irina,Manhattan,Hell's Kitchen,40.76269,-73.99364,United States,US,FALSE,strict,Entire home/apt,2022,1158,232,30,4,1/30/2019,0.23,2,20,272,We live in close proximity to our neighbors so we are not able to allow parties or large gatherings or late night partying.,
17856427,Clean Spacious Duplex by Yankee Stadium,3934307261,unconfirmed,Quisqueya,Bronx,Highbridge,40.83604,-73.93099,United States,US,TRUE,moderate,Entire home/apt,2020,1144,229,1,22,6/24/2019,1.4,2,3,1,"Please take your shoes off outside the front door to my apartment on the landing. I am on the very last floor so no one out of my neighbors comes up here, so your shoes are totally safe. My apartment is kept very clean and tidy, so taking shoes off is essential to keeping it the same way for you and for me. Please stack the dishes in the dishwasher to the right of the sink. Some guests go out of their way to make sure they leave everything the way they found it and clean dishes by hand, but I actually prefer you use the dishwasher to washing by hand. This should be easier for you anyway! Dishwasher detergent is under the sink to the left of the trash.    When leaving the apartment, please always lock the top lock on the door.  Please shut off all the lights, AC unit, TV, etc. before you leave. If you open windows, please close and lock them before you leave the apartment.  ABSOLUTELY NO PARTIES!!! Sorry!",
41752239,"Love Nest, Just for 2",77372652890,verified,S.,Brooklyn,Bushwick,40.68469,-73.90761,United States,US,TRUE,strict,Entire home/apt,2008,244,49,3,64,6/23/2019,4.06,4,2,219,,
36832903,A+ Location Studio Apartment (Queen Bed & Futon),63943614944,verified,Nomad,Manhattan,Midtown,40.7462,-73.98713,United States,US,TRUE,flexible,Entire home/apt,2011,1040,208,1,13,7/25/2021,0.65,3,53,0,,
37609989,Giant Sunny Urban Jungle 1-BR In East Village,42254005558,unconfirmed,Casey,Manhattan,East Village,40.72369,-73.9853,United States,US,TRUE,strict,Entire home/apt,2004,649,130,30,17,12/22/2020,0.38,3,1,0,,
43648285,A Touch of Modern,8113999778,verified,Marc,Brooklyn,Williamsburg,40.70775,-73.94611,United States,US,TRUE,strict,Private room,2019,894,179,3,3,4/29/2017,0.11,5,1,0,,
16517652,Shineroom,28705023931,unconfirmed,Rasul,Queens,Flushing,40.76245,-73.8238,United States,US,FALSE,moderate,Private room,2012,308,62,5,34,6/8/2019,1.82,2,1,353,"Drinking in moderation, smoking outdoors, no drugs. Please clean up after yourself.",
36677155,Homey studio in the heart of NYC,77534519944,verified,Stanley,Manhattan,Murray Hill,40.74926,-73.97643,United States,US,FALSE,moderate,Entire home/apt,2014,57,11,30,1,8/8/2021,0.14,3,83,365,,
56637277,Cozy & Affordable,2319338668,unconfirmed,Nash,Queens,Ridgewood,40.70443,-73.90656,United States,US,FALSE,moderate,Private room,2005,1141,228,1,2,1/2/2017,0.07,4,1,0,"Enjoy our home and please leave it clean & tidy like you found it :) Thank you for not smoking. Sorry, no pets even though we love them. We have nice respectful neighbors so no loud music or parties.  Hanging out & music are fine just keep others in mind :) Thank you!",
55285798,Cozy Room in East Williamsburg Apartment,1677134054,verified,Amy,Brooklyn,Williamsburg,40.71311,-73.94036,United States,US,FALSE,moderate,Private room,2007,920,184,2,1,6/30/2019,1,4,1,303,,
50620520,Discover Ridgewood/Queens,44199011525,unconfirmed,Alexandra,Queens,Glendale,40.70564,-73.89246,United States,US,FALSE,flexible,Private room,2003,473,95,12,0,,,3,1,0,$1000 refundable security deposit and $150 cleaning fee due at move-in. NO Smoking and NO pets. $100 move in fee charged by the building Check-in after noon and before 7pm. After 7pm $50 fee. No move-ins after midnight. Check-out 11am. ,
23445703,The best room on Sheepshead Bay,55861941714,verified,Anna,Brooklyn,Sheepshead Bay,40.58624,-73.94558,United States,US,FALSE,flexible,Private room,2007,725,145,1,21,6/29/2019,6.3,3,1,160,"Ideally a person that is respectful of my home , non smokers and no parties",
27460924,A Private Room in a Unique Apartment in Bushwick!,97583410506,unconfirmed,Stephanie,Brooklyn,Bushwick,40.68726,-73.91421,United States,US,FALSE,moderate,Private room,2011,90,18,1,0,,,2,1,179,"No smoking in the apartment, in the building or outside of the building.  We ask that you be quiet and respectful of our neighbors.",
22113004,"Exquisite Private room Central Park  Subway A,B,C",17646866984,unconfirmed,Sergii,Manhattan,Harlem,40.80521,-73.95592,United States,US,FALSE,strict,Private room,2016,572,114,30,1,4/20/2019,0.37,5,6,1,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.  Parties and smoking are not allowed under any circumstances and incur significant fees. Pets may be considered with pre-approval and an additional pet fee.",
