date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
20140707T000000,530000.0,3,1.75,1320,2500,1.0,0,0,3,7,870,450,1918,0,98105,47.6681,-122.305,1580,2750
20140510T000000,875000.0,4,2.0,2520,6000,1.0,0,0,3,8,1400,1120,1921,2007,98103,47.6767,-122.35,1580,3720
20140723T000000,450000.0,3,2.25,1760,10013,2.0,0,0,4,8,1760,0,1983,0,98056,47.5336,-122.189,1810,9768
20140521T000000,318989.0,4,2.25,2000,9000,1.0,0,0,4,8,2000,0,1978,0,98023,47.3125,-122.387,2190,8374
20150416T000000,260000.0,3,1.0,940,5650,1.0,0,0,3,6,940,0,1949,0,98118,47.5551,-122.292,1180,5276
20150121T000000,312500.0,3,1.75,1490,9493,1.0,0,0,4,8,1490,0,1976,0,98058,47.4514,-122.134,2440,9600
20150303T000000,590000.0,4,2.75,2400,104108,2.0,0,0,3,8,2400,0,1988,0,98027,47.4686,-121.989,2270,54450
20141029T000000,645000.0,4,1.5,2550,4000,1.5,0,0,4,7,1760,790,1926,0,98115,47.6811,-122.318,1840,4000
20141117T000000,295500.0,4,2.5,2830,7350,1.0,0,0,3,8,1690,1140,1982,0,98023,47.3088,-122.341,2350,7768
20140610T000000,695000.0,3,2.75,2540,4694,2.0,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344
20150326T000000,800000.0,4,2.25,2350,10664,1.0,0,1,2,7,1510,840,1952,0,98040,47.5743,-122.238,2350,10140
20140618T000000,650000.0,3,1.75,2920,9370,1.0,0,0,4,8,1620,1300,1981,0,98006,47.5491,-122.151,2890,9609
20140502T000000,235000.0,2,1.0,1210,9400,1.0,0,0,2,6,1210,0,1949,0,98106,47.5342,-122.36,1580,6026
20150128T000000,520000.0,4,2.5,2410,6440,1.0,0,0,3,8,1550,860,1974,0,98034,47.7153,-122.191,2330,6938
20140514T000000,955000.0,5,2.25,2510,9887,2.0,0,0,3,8,2510,0,1972,0,98040,47.5339,-122.223,2510,10006
20141027T000000,685000.0,4,1.0,1550,15239,1.5,1,4,3,6,1370,180,1930,0,98166,47.4502,-122.378,1790,22047
20140904T000000,185000.0,1,1.0,720,5000,1.0,0,0,4,6,720,0,1908,0,98118,47.5289,-122.272,1170,5000
20150417T000000,350000.0,4,2.5,1660,2500,2.0,0,0,3,7,1660,0,2007,0,98118,47.5437,-122.283,1030,5000
20140617T000000,250000.0,3,1.75,1160,6134,1.0,0,0,3,7,1160,0,1998,0,98002,47.3414,-122.218,1330,6301
20150316T000000,175000.0,3,1.0,1480,8415,1.0,0,0,3,7,1080,400,1967,0,98188,47.4585,-122.283,1780,8512
20140615T000000,1142000.0,4,3.25,2500,5801,1.5,0,0,3,8,1960,540,1926,0,98112,47.632,-122.29,3670,7350
20140528T000000,245100.0,3,1.75,1300,7958,1.0,0,0,3,7,1300,0,1996,0,98092,47.3162,-122.194,1640,8698
20140728T000000,442500.0,6,2.5,2800,10490,1.0,0,0,3,7,1400,1400,1968,0,98177,47.7735,-122.378,2290,8716
20141017T000000,570000.0,2,1.0,1100,6240,1.0,0,0,4,7,1100,0,1941,0,98199,47.6446,-122.403,1250,6240
20140605T000000,411605.0,4,2.5,2658,3960,2.0,0,0,3,9,2658,0,2014,0,98092,47.2603,-122.194,2578,4200
20140709T000000,625000.0,4,1.0,1600,5500,1.5,0,0,4,7,1600,0,1946,0,98117,47.6983,-122.393,1900,5500
20140602T000000,455000.0,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002
20150311T000000,967000.0,4,3.25,1860,4356,2.0,0,0,3,9,1860,0,1917,2005,98103,47.6785,-122.351,1860,4356
20140627T000000,490000.0,3,2.5,2230,5348,2.0,0,0,3,8,2230,0,2000,0,98065,47.5347,-121.866,2190,5205
20150102T000000,263500.0,3,1.75,1330,9917,1.0,0,0,3,7,1040,290,1981,0,98058,47.4478,-122.161,1330,9081
20150427T000000,195000.0,3,1.75,1070,6110,1.0,0,0,4,7,1070,0,1968,0,98002,47.3249,-122.207,1350,6148
20150330T000000,415000.0,1,1.0,700,2550,1.0,0,0,3,6,700,0,1954,0,98117,47.6783,-122.383,1330,4110
20150312T000000,1295000.0,4,3.5,3790,90169,2.0,0,0,3,11,3790,0,1998,0,98053,47.6587,-122.022,3410,46951
20141111T000000,515000.0,2,1.5,1400,5000,1.0,0,0,4,7,1150,250,1904,0,98107,47.6681,-122.362,1530,4200
20140723T000000,282500.0,3,2.25,1670,7150,2.0,0,0,4,7,1670,0,1990,0,98042,47.3603,-122.088,1570,7040
20150417T000000,694000.0,2,2.5,2320,9311,1.0,0,0,3,8,2320,0,2007,0,98053,47.7226,-122.03,1680,4765
20141020T000000,432000.0,4,1.75,2410,8400,1.0,0,0,3,7,1600,810,1978,0,98011,47.7341,-122.2,1850,8400
20150120T000000,539000.0,3,1.5,1460,5040,1.0,0,0,3,7,1100,360,1971,0,98133,47.7112,-122.357,2330,7560
20150326T000000,395000.0,1,1.0,790,3000,1.0,0,0,3,6,790,0,1953,0,98199,47.6544,-122.386,1110,4100
20140528T000000,479900.0,3,2.0,1980,12150,1.0,0,0,3,9,1980,0,1994,0,98042,47.3657,-122.152,2200,12150
20140813T000000,221000.0,3,1.0,1150,7260,1.0,0,0,3,7,1150,0,1959,0,98133,47.7344,-122.333,1200,7888
20150224T000000,545000.0,4,1.75,2040,53578,1.0,0,0,5,7,1160,880,1959,0,98038,47.3844,-122.0,2040,53578
20141002T000000,535000.0,3,2.5,1960,47044,2.0,0,0,4,8,1960,0,1978,0,98077,47.7573,-122.07,2020,29004
20150102T000000,475000.0,4,3.5,2440,3052,2.0,0,0,3,8,1940,500,2006,0,98108,47.555,-122.309,2390,4600
20150417T000000,343000.0,3,1.0,1410,18600,1.0,0,0,5,7,1410,0,1960,0,98059,47.5031,-122.152,1610,24941
20150413T000000,683000.0,5,1.5,1720,4000,1.5,0,0,3,7,1520,200,1925,0,98112,47.6197,-122.287,2280,4000
20140822T000000,315000.0,3,1.0,1010,7500,1.0,0,0,4,7,1010,0,1975,0,98074,47.6172,-122.061,1250,10000
20141003T000000,375000.0,4,1.5,1430,7232,1.5,0,0,3,7,1430,0,1948,0,98125,47.7197,-122.328,1540,7232
20140605T000000,530000.0,4,3.25,4160,35654,2.0,0,0,3,8,2760,1400,1973,0,98027,47.4683,-122.008,2500,35675
20140502T000000,491500.0,4,1.75,2190,125452,1.0,0,2,3,9,2190,0,1968,0,98092,47.2703,-122.069,3000,125017
20141003T000000,335000.0,3,1.0,1030,7200,1.0,0,0,3,6,880,150,1948,0,98126,47.5255,-122.376,1030,7200
20140825T000000,2200000.0,3,2.0,3570,30456,1.0,0,1,3,8,2070,1500,1946,1982,98039,47.6413,-122.24,3570,27418
20141113T000000,390000.0,3,1.0,950,3621,1.0,0,0,4,6,950,0,1947,0,98144,47.575,-122.289,1540,4080
20140801T000000,354000.0,3,1.75,1260,12330,1.0,0,0,3,7,1260,0,1968,0,98072,47.7412,-122.095,1320,12800
20141009T000000,560000.0,3,1.5,2790,6900,1.0,0,2,3,8,1700,1090,1955,0,98125,47.7328,-122.288,2410,8100
20140718T000000,350000.0,4,2.5,2380,6124,2.0,0,0,3,8,2380,0,1997,0,98030,47.3662,-122.175,2170,6097
20140709T000000,412000.0,4,3.5,3360,9767,2.0,0,0,3,9,2450,910,1990,0,98023,47.3047,-122.347,2580,8757
20150210T000000,448000.0,3,2.25,1530,3056,2.0,0,0,3,7,1530,0,2003,0,98053,47.6817,-122.035,1560,3064
20140603T000000,830000.0,3,3.0,2080,10521,1.5,0,0,3,9,2080,0,2004,0,98034,47.6987,-122.228,3730,11840
20150209T000000,405000.0,3,1.75,1670,6720,1.0,0,0,3,7,1140,530,1980,0,98034,47.7198,-122.193,1670,7320
20141029T000000,549000.0,3,2.5,2250,9235,2.0,0,0,3,8,2250,0,1985,0,98052,47.7268,-122.105,2290,8187
20140729T000000,280000.0,4,2.75,2230,10160,1.0,0,0,3,7,1400,830,1968,0,98168,47.5123,-122.32,1740,10080
20140915T000000,384000.0,5,2.75,3220,8160,2.0,0,0,3,9,3220,0,1999,0,98001,47.3154,-122.254,2876,11521
20150317T000000,246000.0,4,1.5,2120,7110,1.5,0,0,3,6,2120,0,1919,0,98030,47.3846,-122.227,1540,7110
20141203T000000,245560.0,2,1.5,1260,9693,1.0,0,0,3,7,1260,0,1957,0,98177,47.7775,-122.365,1800,9693
20141123T000000,452000.0,3,2.5,1690,4000,2.0,0,0,3,7,1690,0,2004,0,98053,47.6788,-122.034,1690,4000
20140721T000000,299800.0,4,1.5,1530,9000,1.0,0,0,4,6,1530,0,1976,0,98014,47.6492,-121.908,1520,8500
20140502T000000,445700.0,3,2.5,1270,1180,3.0,0,0,3,8,1270,0,2001,0,98107,47.6697,-122.392,1320,1180
20140924T000000,587500.0,4,2.25,1780,6120,1.0,0,0,3,8,1310,470,1951,0,98115,47.6955,-122.287,1780,6120
20140710T000000,410000.0,3,1.0,1470,6500,1.0,0,0,4,7,1470,0,1953,0,98166,47.473,-122.362,1470,9300
20140626T000000,1990000.0,5,3.0,4480,5000,2.5,0,0,5,12,3420,1060,1902,0,98112,47.6275,-122.315,3220,5600
20150225T000000,379950.0,4,2.5,2612,5850,2.0,0,0,3,8,2612,0,2014,0,98030,47.3751,-122.189,2419,8984
20141222T000000,261500.0,4,2.5,2460,7800,1.0,0,0,3,8,1500,960,1977,0,98023,47.3081,-122.384,2210,7800
20141029T000000,650000.0,3,1.75,1660,10819,1.0,0,0,4,7,1240,420,1942,0,98177,47.7045,-122.379,3110,11853
20150210T000000,593500.0,5,3.25,4300,50405,2.0,0,0,3,8,3220,1080,1972,0,98027,47.4615,-122.0,2680,41684
20150409T000000,505000.0,2,1.0,1000,4640,1.0,0,2,3,7,1000,0,1915,0,98116,47.5659,-122.389,1940,5800
20150415T000000,343000.0,3,1.75,2210,7920,1.0,0,0,3,7,1400,810,1966,0,98178,47.4968,-122.237,2220,7920
20150203T000000,463000.0,3,2.0,1590,5009,2.0,0,0,4,6,1590,0,1985,0,98125,47.7012,-122.322,1730,6380
20150506T000000,715000.0,4,1.0,1710,6050,1.5,0,0,3,7,1410,300,1913,0,98118,47.5569,-122.288,1560,4950
20150120T000000,670000.0,4,2.5,2095,4569,2.0,0,0,3,9,2095,0,2002,0,98052,47.6603,-122.087,2095,4385
20140512T000000,499950.0,3,1.0,980,6380,1.0,0,0,3,7,760,220,1941,0,98115,47.692,-122.308,1390,6380
20150202T000000,1750000.0,6,4.25,5860,13928,2.0,0,3,3,10,4150,1710,2013,0,98006,47.5382,-122.114,5790,13928
20150423T000000,439000.0,3,2.25,1480,7565,1.0,0,0,3,7,1220,260,1977,0,98034,47.7288,-122.191,1660,7565
20140708T000000,530000.0,2,2.5,1785,779,2.0,0,0,3,7,1595,190,1975,0,98004,47.5959,-122.198,1780,794
20141028T000000,450000.0,4,2.75,1540,4840,1.0,0,2,4,7,850,690,1929,0,98126,47.5491,-122.375,1180,4840
20150512T000000,325000.0,3,2.25,1330,969,3.0,0,0,3,7,1330,0,2007,0,98125,47.7177,-122.292,1310,1941
20141226T000000,381156.0,2,1.0,1320,3090,1.0,0,0,4,7,1320,0,1908,0,98118,47.5517,-122.276,1270,4120
20141216T000000,850000.0,6,3.5,2820,5400,1.0,0,0,3,8,1620,1200,1958,0,98117,47.6791,-122.374,1560,2276
20150325T000000,526000.0,3,2.25,2000,18099,1.0,0,0,4,8,1250,750,1978,0,98006,47.5443,-122.18,2060,12000
20141114T000000,380000.0,6,2.0,1870,6969,1.0,0,0,4,7,1870,0,1968,0,98027,47.5342,-122.036,1500,6969
20140520T000000,490000.0,3,1.0,1910,8190,1.0,0,0,4,7,1010,900,1946,0,98117,47.697,-122.365,1600,5042
20150219T000000,357000.0,3,1.75,2400,14012,1.0,0,0,3,9,2400,0,1971,0,98003,47.3371,-122.325,2800,13988
20140612T000000,300000.0,3,3.25,1470,1235,2.0,0,0,3,7,1180,290,2008,0,98108,47.5537,-122.313,1470,1243
20150317T000000,225000.0,3,1.0,1010,15701,1.0,0,0,4,7,1010,0,1949,0,98188,47.4518,-122.292,1260,9800
20141020T000000,530000.0,3,2.25,1880,100623,1.5,0,0,3,8,1880,0,1987,2007,98024,47.5342,-121.883,2520,21689
20141117T000000,375000.0,3,1.0,1040,9800,1.0,0,0,4,7,1040,0,1955,0,98006,47.5765,-122.155,1280,8880
20140709T000000,594950.0,4,2.5,2720,10006,2.0,0,0,3,9,2720,0,1989,0,98074,47.6295,-122.042,2720,10759
20140903T000000,695000.0,5,3.25,3940,9780,2.0,0,0,3,9,3940,0,2007,0,98065,47.5435,-121.888,3550,8468
20140604T000000,411715.0,3,1.75,1840,5101,1.0,0,0,5,7,1040,800,1952,0,98108,47.5585,-122.317,1340,5000
20140807T000000,359800.0,5,2.5,2170,2752,2.0,0,0,3,8,2170,0,2014,0,98106,47.5165,-122.346,1800,2752
20150319T000000,259950.0,2,2.0,1070,649,2.0,0,0,3,9,720,350,2008,0,98106,47.5213,-122.357,1070,928
20150408T000000,350000.0,2,1.0,1160,5395,1.0,0,0,3,7,860,300,1940,0,98103,47.7007,-122.354,1664,5363
20150420T000000,352750.0,4,2.75,2270,24237,1.0,0,0,4,7,1360,910,1977,0,98058,47.4672,-122.175,2050,8016
20140801T000000,590000.0,3,2.75,2550,54014,2.0,0,0,4,8,1980,570,1967,0,98072,47.7596,-122.117,2180,21600
20150423T000000,310000.0,3,1.75,2130,7140,1.0,0,0,3,8,1580,550,1979,0,98023,47.3074,-122.341,2180,7906
20150224T000000,408000.0,3,2.5,2620,8403,2.0,0,0,3,8,2620,0,1991,0,98038,47.3675,-122.042,2190,7842
20150204T000000,245000.0,3,1.75,2350,12720,1.0,0,0,4,7,1180,1170,1964,0,98030,47.3594,-122.175,1680,10400
20150226T000000,635000.0,4,2.5,2080,11176,1.0,0,0,5,8,2080,0,1954,0,98125,47.7107,-122.289,1390,7928
20141015T000000,505000.0,4,2.75,2980,9825,1.0,0,0,3,8,1910,1070,2007,0,98056,47.5073,-122.172,2580,12231
20140820T000000,692000.0,3,2.5,3490,28213,1.5,0,2,3,9,2242,1248,2009,0,98070,47.365,-122.456,2120,56628
20140530T000000,650000.0,2,2.5,1740,2500,2.0,0,2,3,8,1210,530,1994,0,98112,47.622,-122.3,1640,2500
20140609T000000,980000.0,4,2.5,2730,4800,1.5,0,0,5,8,2230,500,1909,0,98119,47.642,-122.358,2190,4200
20140814T000000,335900.0,2,1.0,1120,7440,1.0,0,0,4,7,1120,0,1939,0,98155,47.7405,-122.323,1170,7440
20140924T000000,229950.0,5,2.75,2000,5885,1.0,0,0,3,7,1260,740,1994,0,98023,47.3155,-122.347,1960,6514
20141126T000000,699950.0,2,2.5,2390,7489,1.0,0,0,3,8,2390,0,2007,0,98053,47.7243,-122.032,2170,7489
20141223T000000,345500.0,4,2.5,2160,9682,2.0,0,0,3,8,2160,0,1999,0,98031,47.4106,-122.204,1770,9600
20140902T000000,725000.0,3,2.5,2980,16996,2.0,0,0,3,10,2980,0,1992,0,98075,47.595,-122.016,2980,15438
20140718T000000,810000.0,4,3.5,3980,209523,2.0,0,2,3,9,3980,0,2006,0,98024,47.5574,-121.89,2220,65775
20141205T000000,299500.0,3,1.0,1280,6726,1.0,0,0,3,6,1280,0,1958,0,98144,47.5724,-122.301,1630,5000
20150302T000000,247500.0,3,2.25,1620,6000,1.0,0,0,3,7,1280,340,1998,0,98002,47.2835,-122.2,1710,6318
20140529T000000,595000.0,3,2.0,1480,5000,1.0,0,0,4,7,750,730,1928,0,98117,47.6859,-122.37,1250,4000
20140905T000000,437500.0,3,2.25,2100,205603,2.0,0,0,3,8,2100,0,1983,0,98070,47.3668,-122.505,2396,187308
20150417T000000,649950.0,3,2.5,2420,6847,2.0,0,0,3,9,2420,0,2009,0,98133,47.7329,-122.356,1180,8100
20140506T000000,345000.0,3,1.0,1110,6250,1.0,0,0,3,7,1110,0,1956,0,98115,47.6977,-122.292,2010,6944
20140522T000000,380000.0,5,3.5,2420,4670,2.0,0,0,3,7,2420,0,2013,0,98118,47.5241,-122.285,1430,4468
20141008T000000,910000.0,4,1.5,2890,9000,2.0,0,4,3,8,2090,800,1939,0,98118,47.5682,-122.274,2550,8400
20150212T000000,325000.0,2,1.0,1120,6236,1.0,0,0,4,6,1120,0,1954,0,98155,47.763,-122.291,1340,7784
20150119T000000,355000.0,4,2.25,2200,3404,2.0,0,0,3,8,2200,0,2005,0,98038,47.3895,-122.034,2200,3449
20140626T000000,339000.0,2,1.0,950,7954,1.0,0,0,4,7,950,0,1941,0,98108,47.557,-122.306,1180,6828
20141126T000000,358000.0,5,2.5,2390,8775,1.0,0,0,4,7,1270,1120,1980,0,98058,47.4639,-122.17,1800,8000
20150311T000000,675000.0,3,2.75,2740,5735,2.0,0,0,3,9,2740,0,2004,0,98052,47.6862,-122.093,2210,5026
20150325T000000,1345000.0,4,3.25,3440,4920,2.0,0,4,3,10,2520,920,2014,0,98116,47.5727,-122.409,2350,5166
20140527T000000,857000.0,4,3.0,3720,29043,2.0,0,0,3,9,3720,0,1991,0,98033,47.6907,-122.161,1610,23000
20141201T000000,495000.0,4,3.0,3620,403693,2.0,0,2,3,9,3620,0,1980,0,98022,47.2527,-121.98,2230,148811
20150501T000000,562500.0,2,1.0,1170,2800,1.5,0,0,4,5,1170,0,1905,0,98103,47.6574,-122.345,1660,4996
20141028T000000,1500000.0,3,3.5,3530,3610,2.0,0,0,3,10,2370,1160,2008,0,98103,47.6857,-122.339,1780,3610
20141211T000000,259000.0,4,1.75,1580,8856,2.0,0,0,3,7,1580,0,1979,0,98045,47.4694,-121.745,1390,9490
20140531T000000,289950.0,3,2.5,1960,3480,2.0,0,0,3,7,1960,0,2004,0,98056,47.4802,-122.18,2560,3500
20140820T000000,440000.0,3,1.75,1430,8400,1.0,0,0,4,7,1430,0,1961,0,98008,47.6073,-122.127,1570,7800
20140807T000000,1225000.0,4,2.25,2020,5800,1.0,0,3,4,9,1760,260,1941,0,98199,47.6471,-122.412,3100,5800
20140810T000000,260000.0,4,2.25,2320,16800,2.0,0,0,4,9,2320,0,1977,0,98092,47.2959,-122.166,2700,15680
20140924T000000,680000.0,3,1.75,2330,9652,1.0,0,0,4,8,1590,740,1968,0,98040,47.5714,-122.211,2420,9631
20150220T000000,998000.0,5,3.5,3760,10207,2.0,0,0,3,10,3150,610,1969,0,98040,47.5605,-122.225,3550,12118
20140515T000000,340000.0,3,1.75,1960,8136,1.0,0,0,3,7,980,980,1948,0,98106,47.5208,-122.364,1070,7480
20140804T000000,315000.0,3,1.75,1970,8200,1.0,0,0,3,7,1270,700,1964,0,98168,47.4731,-122.327,1890,8348
20150121T000000,205000.0,3,2.5,1600,7295,2.0,0,0,2,7,1600,0,1993,0,98042,47.3904,-122.165,1410,9000
20140714T000000,380000.0,3,1.0,1020,4800,1.0,0,0,3,7,1020,0,1944,0,98118,47.5615,-122.272,1400,5465
20141027T000000,279950.0,3,2.25,1340,7202,2.0,0,0,4,7,1340,0,1989,0,98038,47.3563,-122.039,1470,7395
20150211T000000,190000.0,2,1.0,700,9500,1.0,0,0,3,6,700,0,1951,0,98118,47.5294,-122.276,1020,5617
20140923T000000,822000.0,3,2.5,2290,9158,2.0,0,0,4,8,2290,0,1984,0,98006,47.5476,-122.14,2210,9588
20150112T000000,200000.0,4,2.75,1910,7210,1.0,0,0,4,7,1430,480,1980,0,98030,47.3693,-122.169,1750,7446
20150203T000000,600000.0,5,3.5,3370,16846,2.0,0,1,3,9,2650,720,1998,0,98027,47.5584,-122.089,3330,13000
20140711T000000,315000.0,3,1.75,1660,37642,1.0,0,0,4,7,1660,0,1991,0,98022,47.2559,-122.007,2070,54450
20140625T000000,450000.0,4,2.75,2310,5650,1.0,0,2,3,8,1330,980,1952,2012,98118,47.513,-122.252,2300,5650
20150512T000000,1190000.0,3,2.0,2160,15788,1.0,0,0,3,8,2160,0,1951,0,98004,47.6227,-122.207,2260,9787
20141028T000000,246000.0,4,1.75,1720,7455,1.0,0,0,4,7,1020,700,1963,0,98058,47.4669,-122.182,1720,7700
20140701T000000,505000.0,4,2.75,2200,9778,1.0,0,0,4,8,1100,1100,1962,0,98006,47.5472,-122.176,2140,11321
20141125T000000,1310000.0,5,3.0,3650,16600,1.0,0,3,4,9,1860,1790,1978,0,98006,47.56,-122.144,3150,10400
20150429T000000,320000.0,3,2.5,1530,2890,2.0,0,0,3,7,1530,0,2001,0,98108,47.5434,-122.293,1540,2890
20140915T000000,586000.0,4,2.25,2130,9000,2.0,0,0,4,8,2130,0,1965,0,98006,47.5716,-122.159,2110,10431
20150224T000000,589000.0,3,1.75,920,3600,1.0,0,0,4,6,820,100,1904,0,98119,47.6386,-122.365,1620,3600
20141022T000000,398000.0,3,1.75,1890,16001,1.5,0,0,4,7,1890,0,1950,0,98011,47.7663,-122.201,1820,11450
20150505T000000,248000.0,3,1.0,1260,6000,1.0,0,0,4,6,1260,0,1954,0,98198,47.4187,-122.323,1520,6600
20150224T000000,163000.0,3,1.75,1290,4811,1.0,0,0,3,7,1290,0,1996,0,98032,47.3912,-122.234,1310,4811
20150304T000000,640000.0,4,2.5,2210,7722,2.0,0,0,3,9,2210,0,1999,0,98075,47.5992,-122.019,2970,8683
20140926T000000,450000.0,3,2.5,2620,14096,2.0,0,0,4,9,2620,0,1989,0,98042,47.3513,-122.1,3010,14096
20140923T000000,234500.0,3,1.75,1310,18400,1.0,0,0,3,7,870,440,1954,0,98168,47.5035,-122.302,1840,10790
20141031T000000,569950.0,5,2.75,2510,28185,1.0,0,0,4,7,1600,910,1963,0,98155,47.7719,-122.282,2910,14880
20141211T000000,891500.0,3,2.5,3090,20785,2.0,0,0,4,10,3090,0,1991,0,98075,47.5602,-122.03,3400,7566
20150324T000000,530000.0,4,2.25,2180,10754,1.0,0,0,5,7,1100,1080,1954,0,98133,47.7711,-122.341,1810,6929
20140609T000000,627000.0,4,2.0,2030,9300,1.0,0,0,4,8,2030,0,1976,0,98052,47.6658,-122.149,1800,9018
20140729T000000,305000.0,3,2.5,1260,1622,3.0,0,0,3,8,1260,0,2009,0,98133,47.7325,-122.343,1340,1188
20150225T000000,735000.0,6,2.75,3360,84506,1.0,0,0,5,7,2040,1320,1962,0,98052,47.715,-122.121,2190,43124
20140529T000000,472000.0,6,2.5,4410,14034,1.0,0,2,4,9,2350,2060,1965,0,98003,47.3376,-122.324,2600,13988
20140619T000000,269900.0,4,1.75,1530,8750,1.5,0,0,4,7,1530,0,1968,0,98058,47.4556,-122.157,1390,8750
20140724T000000,330000.0,3,2.0,2170,3978,1.0,0,0,5,7,1340,830,1919,0,98116,47.571,-122.391,1350,4680
20140919T000000,555000.0,4,2.0,1680,2600,1.0,0,0,5,7,840,840,1915,0,98107,47.6648,-122.363,1680,3340
20150115T000000,599950.0,6,3.0,2020,4129,1.0,0,0,3,7,1230,790,1994,0,98105,47.6648,-122.324,2080,4080
20140605T000000,276000.0,4,2.5,2068,7242,2.0,0,0,4,7,2068,0,1976,0,98001,47.3318,-122.281,1560,7524
20140523T000000,439950.0,4,2.5,2380,12067,2.0,0,0,3,7,2380,0,2002,0,98059,47.4873,-122.144,2330,8621
20140627T000000,530000.0,4,1.75,2860,48351,1.0,0,0,3,8,1710,1150,1978,0,98077,47.7605,-122.085,2460,43560
20150126T000000,315000.0,3,1.0,1900,14400,1.0,0,0,4,7,1300,600,1954,0,98166,47.4147,-122.337,1940,14400
20150421T000000,525000.0,2,1.0,1360,6120,1.0,0,0,3,7,1060,300,1947,0,98115,47.6841,-122.291,1800,5100
20150417T000000,358000.0,4,2.75,2580,11900,1.0,0,0,4,7,1620,960,1967,0,98058,47.4475,-122.159,1570,9375
20140911T000000,357000.0,3,2.0,2460,53882,1.0,1,4,3,7,2460,0,1955,0,98198,47.3811,-122.325,2660,32625
20150414T000000,244000.0,3,1.0,2000,15900,1.0,0,0,3,6,1000,1000,1948,0,98178,47.4816,-122.233,1760,10500
20140929T000000,626000.0,4,1.75,1350,9293,1.0,0,0,4,7,1350,0,1954,0,98004,47.6335,-122.196,1890,9293
20140912T000000,970000.0,4,3.5,3780,20023,2.0,0,2,3,10,3780,0,2001,0,98029,47.5491,-122.006,2150,3675
20141013T000000,221900.0,3,1.0,1180,5650,1.0,0,0,3,7,1180,0,1955,0,98178,47.5112,-122.257,1340,5650
20141208T000000,1237500.0,4,4.5,5120,41327,2.0,0,0,3,10,3290,1830,2008,0,98053,47.7009,-122.059,3360,82764
20150327T000000,272167.0,2,2.5,1620,3795,2.0,0,0,3,7,1620,0,2014,0,98027,47.5321,-122.034,1620,6000
20140715T000000,170000.0,3,1.5,1350,81549,1.0,0,0,2,7,1350,0,1966,0,98092,47.3099,-122.09,2220,93825
20140811T000000,140000.0,2,1.0,900,6400,1.0,0,0,2,6,900,0,1940,0,98118,47.5287,-122.281,1350,6405
20150508T000000,770000.0,4,3.0,2800,9127,2.0,0,0,3,9,2800,0,1999,0,98074,47.6123,-122.007,2780,8165
20150401T000000,235000.0,3,1.0,1060,7473,1.0,0,0,3,7,1060,0,1959,0,98198,47.3699,-122.309,1320,7912
20141015T000000,622000.0,3,3.5,1690,1765,2.0,0,0,3,8,1370,320,2006,0,98103,47.6536,-122.34,1690,1694
20140610T000000,303210.0,4,2.5,2009,5000,2.0,0,0,3,8,2009,0,2014,0,98092,47.2577,-122.198,2009,5182
20141118T000000,490000.0,4,2.25,2020,4960,2.0,0,0,3,7,1710,310,1938,0,98117,47.6867,-122.369,1590,4550
20150415T000000,325000.0,5,2.75,2400,7904,1.0,0,0,3,7,1450,950,1992,0,98188,47.4683,-122.263,2400,7475
20141008T000000,330000.0,2,1.0,880,1753,2.0,0,0,4,7,880,0,1945,0,98199,47.6475,-122.397,1010,1748
20141022T000000,1495000.0,4,3.25,3070,10375,2.0,0,0,3,10,2180,890,1962,2005,98004,47.5862,-122.198,2500,11194
20140904T000000,438000.0,4,2.5,1970,8545,2.0,0,0,3,8,1970,0,2004,0,98059,47.4893,-122.138,2590,7200
20140725T000000,522000.0,3,1.75,1630,15600,1.0,0,0,3,7,1630,0,1958,0,98033,47.68,-122.165,1830,10850
20150430T000000,375000.0,2,2.25,1640,2240,2.0,0,0,3,8,1640,0,1980,0,98133,47.7154,-122.341,1640,2240
20140801T000000,725000.0,4,1.75,2190,9400,1.0,0,0,4,7,1450,740,1962,0,98033,47.6531,-122.196,1980,9000
20140505T000000,1090000.0,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,1992,0,98053,47.6805,-122.048,2720,97138
20141101T000000,353000.0,3,2.5,1250,864,3.0,0,0,3,8,1250,0,2004,0,98115,47.6978,-122.318,1330,2298
20141201T000000,571900.0,4,1.75,1710,8947,1.0,0,0,4,7,1710,0,1956,0,98007,47.5947,-122.135,1360,10133
20140820T000000,399963.0,4,2.5,2620,4050,2.0,0,0,3,8,2620,0,2014,0,98146,47.5017,-122.34,2030,3944
20140609T000000,1900000.0,4,3.25,4130,112521,2.0,0,0,3,11,4130,0,1978,0,98005,47.6392,-122.165,3140,26147
20150507T000000,579950.0,4,2.75,2460,8643,2.0,0,0,3,9,2460,0,2011,0,98059,47.4828,-122.133,3110,8626
20150506T000000,385000.0,3,2.5,2230,8296,2.0,0,0,3,7,2230,0,2004,0,98058,47.4386,-122.116,2480,5940
20140630T000000,963000.0,4,3.25,3530,8589,2.0,0,0,3,10,3530,0,2007,0,98033,47.6975,-122.195,2470,9019
20140609T000000,270000.0,4,2.75,1990,7252,1.0,0,0,3,7,1270,720,1999,0,98002,47.2839,-122.202,2100,7535
